Number	Gender	GivenName	Surname	StreetAddress	City	ZipCode	EmailAddress	TelephoneNumber	Age	Color	Occupation	Company	Vehicle	Domain	BloodType	Kilograms	Centimeters	Birthday
557	female	Eivør	Níelsdóttir	Hverfisgata 5	Selfoss	801	EivorNielsdottir@rhyta.com	470 7294	57	Purple	Social worker	Monk Home Improvements	1999 Mitsubishi Space Wagon	PsychBowl.is	O+	68.7	165	7/20/1962
558	male	Aðalgeir	Friðfinnsson	Höfðastígur 92	Bolungarvík	415	AdalgeirFridfinnsson@einrot.com	438 3331	31	Blue	Clinical dietitian	Maxaprofit	2004 Hyundai Terracan	YellowShoppers.is	B+	77.3	190	11/10/1987
559	male	Baldur	Ólason	Breidamork 35	Hveragerði	810	BaldurOlason@jourrapide.com	413 3589	39	Red	Prosthetist	Team Uno	2002 Hyundai Getz	FemaleWish.is	A-	78.4	172	5/14/1980
560	male	Arnór	Guttormsson	Golfskálinn 78	Borgarnes	310	ArnorGuttormsson@dayrep.com	441 0006	45	White	Health educator	Target Source	1993 Chrysler Town & Country	WirelessDSLBlog.is	A+	81.9	184	11/27/1973
561	male	Matti	Jósefsson	Bjarkarstígur 83	Þingeyri	470	MattiJosefsson@rhyta.com	473 5364	65	Blue	Portfolio manager	Paul's Record Hut	2001 Alfa Romeo 147	DeadConnect.is	O+	110.1	181	10/7/1953
562	male	Matti	Friðfinnsson	Klausturvegur 84	Ísafjörður	401	MattiFridfinnsson@einrot.com	475 4809	76	Green	Textile knitting and weaving machine setter	Pantry Pride	2008 BMW 120	MallCalendar.is	B+	61.5	180	2/22/1943
563	female	Sigurveig	Ingadóttir	Súluvegur 37	Þórshöfn	681	SigurveigIngadottir@gustr.com	426 3745	22	Black	ESL teacher	Childs Restaurants	2009 Hyundai Grandeur	PathSavers.is	O+	98.7	167	6/1/1997
564	male	Óskar	Arnkelsson	Austvaðsholti 66	Hella	851	OskarArnkelsson@fleckens.hu	486 8344	85	Blue	Building construction estimator	Accord Investments	1999 SsangYong Korando	CellularOperator.is	A+	99.4	166	2/5/1934
565	male	Ragnar	Hallbjörnsson	Ólafsbraut 57	Reykholt	320	RagnarHallbjornsson@fleckens.hu	474 1315	31	Blue	Subway operator	Sofa Express	2014 GMC Terrain	WebDivorces.is	O+	83.4	171	11/7/1987
566	female	Kristjana	Pálsdóttir	Heiðarbraut 33	Kópasker	671	KristjanaPalsdottir@jourrapide.com	458 0065	45	Purple	Brattice builder	Galyan's	2007 Seat Altea	ScriptRanking.is	O+	58.5	170	6/3/1974
567	female	Sæunn	Albertsdóttir	Sidumula 81	Reykjavík	150	SaeunnAlbertsdottir@einrot.com	477 4099	55	Orange	Telecommunications specialist	Value Giant	2006 Chevrolet Equinox	PimpleWash.is	O+	102.9	159	7/11/1964
568	male	Unnar	Herbertsson	Skogarlond 43	Eiðar	705	UnnarHerbertsson@superrito.com	438 4625	75	Blue	Paperhanger	Gold Medal	2007 Mazda MazdaSpeed6	BotoxSeek.is	A+	74.4	175	6/6/1944
569	male	Adolf	Brynjarsson	Akurbraut 30	Akranes	301	AdolfBrynjarsson@superrito.com	429 5191	59	Brown	Revenue agent	Flipside Records	2003 Honda Stream	ExitOption.is	O+	94.9	169	4/8/1960
570	male	Arnór	Diðriksson	Skólastígur 86	Raufarhöfn	675	ArnorDidriksson@superrito.com	483 5825	82	Blue	Employment service specialist	Crandall's Fine Furniture	2011 Chevrolet Malibu	GoldStates.is	B-	78.2	183	5/28/1937
571	female	Björg	Björgvinsdóttir	Armúli 70	Reykjavík	130	BjorgBjorgvinsdottir@dayrep.com	412 0136	73	Purple	Painting restorer	Geri's Hamburgers	1999 Mercedes-Benz SL	MarketingDiscs.is	A+	97.2	162	12/13/1945
572	male	Patrekur	Valsson	Naustavegur 85	Vestmannaeyjar	900	PatrekurValsson@superrito.com	429 3738	75	Blue	Macromolecular chemist	Strong Life	2000 Ferrari 360	MadJournal.is	A-	102.4	172	9/5/1944
573	male	Klængur	Skaftason	Þingvallastræti 26	Súðavík	420	KlaengurSkaftason@cuvox.de	456 1533	73	Red	Unclaimed property officer	Tech Hifi	2012 Chevrolet Express	SecuritiesMagazine.is	O+	84.3	178	10/24/1945
574	male	Cheryl	Hartmannsson	Eyrarlandsvegur 92	Tálknafjörður	460	CherylHartmannsson@superrito.com	453 1996	48	Green	Metal pourer	Erb Lumber	2001 Honda S2000	DishTag.is	O+	80.3	175	4/4/1971
575	female	Alfa	Harðardóttir	Tungata 90	Höfn	781	AlfaHardardottir@teleworm.us	488 6973	75	Blue	Payroll secretary	Infinity Investment Plan	1999 Mercury Tracer	YardHomes.is	O+	83.1	156	8/29/1944
576	female	Ilmur	Sigmarsdóttir	Suðurbraut 82	Hofsós	566	IlmurSigmarsdottir@gustr.com	480 0799	46	Yellow	Welder	Practi-Plan Mapping	2005 Opel Frontera	PriceFusion.is	O+	58.5	165	10/14/1972
577	male	Guðfinnur	Sæmundsson	Höfðastígur 82	Bolungarvík	415	GudfinnurSaemundsson@dayrep.com	447 4628	61	Black	Executive recruiter	Modern Architecture Design	2005 Mazda Marathon	ReunionZoo.is	O+	93.6	166	10/13/1957
578	female	Anita	Ellertsdóttir	Ráðhústorg 14	Stöðvarfjörður	755	AnitaEllertsdottir@teleworm.us	427 7208	65	Red	Vegetable cook	Baltimore Markets	2005 Hyundai Grandeur	ProgramBreak.is	A+	76.2	166	2/24/1954
579	female	Ásta	Ívarsdóttir	Ráðhústorg 45	Stöðvarfjörður	755	AstaIvarsdottir@cuvox.de	432 2085	48	Purple	Communications equipment operator	Atlas Realty	2010 BMW 535	HottestLawyers.is	O+	87.7	156	6/29/1971
580	female	Sesselja	Jóhannsdóttir	Svarfaðarbraut 67	Vopnafjörður	690	SesseljaJohannsdottir@superrito.com	432 0354	84	Purple	Courier	Wealth Zone Group	2007 Mercedes-Benz G	LinkConcierge.is	A+	77.7	152	1/25/1935
581	male	Richard	Árnþórsson	Borgarholtsbraut 20	Kópavogur	200	RichardArnthorsson@einrot.com	458 7754	37	Black	Diagnostic medical sonographer	Odyssey Records & Tapes	1998 Ferrari Mondial	FindSpice.is	O+	80.0	167	8/13/1982
582	female	Vigdís	Óðinsdóttir	Ægissiða 79	Grenivík	610	VigdisOdinsdottir@rhyta.com	421 6440	36	Blue	Macroeconomist	Media Play	2007 Kia Optima	WirelessDryer.is	O+	74.1	171	5/1/1983
583	female	Hafrún	Valdimarsdóttir	Kaupangsstræti 54	Þorlákshöfn	815	HafrunValdimarsdottir@einrot.com	470 2013	64	Green	Mobile heavy equipment service technician	Life's Gold	2004 Renault Vel Satis	FYICard.is	O+	76.8	172	10/6/1954
584	female	Dýrleif	Benediktsdóttir	Gerðuberg 38	Grímsey	611	DyrleifBenediktsdottir@jourrapide.com	416 8497	22	Blue	Courier	Environ Architectural Design	2008 Skoda Fabia	SpinningBasics.is	AB+	65.0	173	6/12/1997
585	male	Hólmar	Helgason	Fagurhólsmýri 1	Fagurhólsmýri	785	HolmarHelgason@jourrapide.com	430 6786	24	Blue	Power plant dispatcher	KB Toys	1999 Nissan Sunny	BasicBling.is	O-	56.9	174	8/4/1995
586	female	Ástrós	Þorvarðardóttir	Hagatorg 33	Reykjavík	101	AstrosTHorvardardottir@teleworm.us	425 5682	83	Blue	Athletic training instructor	Wells & Wade	2011 Alpina B5	CardCollectible.is	O+	73.5	160	6/2/1936
587	female	Gyða	Pálmadóttir	Guðmundsson 98	Flatey	345	GydaPalmadottir@einrot.com	466 4163	75	Yellow	Taper	Plunkett Home Furnishings	2012 Lamborghini Aventador	AirplaneStats.is	O+	60.3	169	8/6/1944
588	male	Hinrik	Jónbjörnsson	Stórholt 83	Kjörvogur	522	HinrikJonbjornsson@dayrep.com	450 3718	21	Blue	Executive secretary	Ransohoffs	1997 GAZ 3110	HurricaneAlarm.is	O+	100.7	167	9/8/1998
589	male	Ísak	Sigurbergsson	Heiðarbraut 55	Kópasker	671	IsakSigurbergsson@gustr.com	474 1519	28	Blue	Industrial property manager	Techo Solutions	1997 Donkervoort D8	VeryEarly.is	B+	78.3	173	10/10/1990
590	male	Danival	Aðalsteinsson	Grundargötu 28	Grundarfjörður	350	DanivalAdalsteinsson@einrot.com	452 8306	66	Blue	Word processor	Mikro Designs	1995 Fiat Vivace	SpotApps.is	O+	104.7	179	10/30/1952
591	male	Örvar	Guttormsson	Skogarlond 28	Eiðar	705	OrvarGuttormsson@teleworm.us	428 8402	75	Blue	Simultaneous interpreter	Magna Wealth	1996 Ford Ka	CellularOperator.is	O+	91.6	168	11/25/1943
592	female	Bergþóra	Þráinsdóttir	Bjarnarbraut 13	Norðurfjörður	524	BergthoraTHrainsdottir@rhyta.com	457 3642	61	Red	Real estate manager	Hechinger	2015 Dodge Grand Caravan	NotebookPreviews.is	O-	71.4	157	4/25/1958
593	female	Soffía	Atladóttir	Sunnubraut 25	Búðardalur	371	SoffiaAtladottir@fleckens.hu	474 4067	28	Blue	Theoretical chemist	Woolf Brothers	2011 Rolls-Royce Ghost	LoversRevenge.is	O+	95.9	157	1/11/1991
594	female	Bergdís	Birgisdóttir	Smáratún 30	Vík	870	BergdisBirgisdottir@gustr.com	428 1207	47	Purple	Quality control inspector	Body Toning	1992 Chevrolet Suburban	GreenProjectors.is	O+	59.1	159	11/21/1971
595	male	Sturla	Hreggviðsson	Golfskálinn 86	Borgarnes	310	SturlaHreggvidsson@rhyta.com	446 1258	66	Green	ATF agent	Parts America	2006 Bentley Continental	BattleCheck.is	O+	62.3	167	7/13/1953
596	female	Valgerður	Alfreðsdóttir	Borgartuni 81	Reykjavík	131	ValgerdurAlfredsdottir@teleworm.us	470 9208	28	Purple	Air traffic controller	Parts and Pieces	2002 Ascari Ecosse	DubaiSkin.is	A-	89.1	175	7/24/1991
597	male	Björgvin	Sigurmonsson	Ólafsbraut 73	Reykholt	320	BjorgvinSigurmonsson@teleworm.us	481 9571	68	Red	Ophthalmologist	Fragrant Flower Lawn Services	2011 Renault Scenic	AgencySpa.is	O+	106.8	166	2/6/1951
598	female	Íris	Þorvarðardóttir	Laugarvegur 50	Reykjavík	154	IrisTHorvardardottir@armyspy.com	439 6288	23	Red	Real estate assessor	Afforda	1996 Nissan Skyline	GrandRapidsTitle.is	O+	60.2	169	4/29/1996
599	female	Guðborg	Þorvarðardóttir	Birkimelur 91	Selfoss	802	GudborgTHorvardardottir@fleckens.hu	431 1550	19	Blue	Job placement specialist	Gamma Realty	2005 Smart Coupe	RoommateRating.is	AB+	59.8	155	12/8/1999
600	female	Inga	Oddgeirsdóttir	Hofsbót 4	Varmahlíð	560	IngaOddgeirsdottir@cuvox.de	468 2279	70	Blue	Skills training coordinator	Schweggmanns	1995 Porsche 928	ClubAgents.is	A+	86.2	166	12/17/1948
601	female	Steinunn	Guðjónsdóttir	Nesvegur 35	Reyðarfjörður	730	SteinunnGudjonsdottir@teleworm.us	482 4483	60	Brown	Clinical laboratory technician	Bell Markets	2011 Audi Q7	ExperienceVirginiaBeach.is	O+	54.6	155	1/5/1959
602	female	Fanney	Hjartardóttir	Hvítárbakka 54	Ólafsfjörður	625	FanneyHjartardottir@dayrep.com	424 5115	84	Purple	Decommissioning and decontamination (D&D) worker	Showbiz Pizza Place	2012 Daewoo Matiz	StyleFoot.is	B+	78.8	158	4/3/1935
603	female	Ásgerður	Baldursdóttir	Bergstaðarstræti 49	Reykjavík	103	AsgerdurBaldursdottir@dayrep.com	463 5038	40	Green	General and operations manager	Ellman's Catalog Showrooms	1999 Ford Windstar	SewingTags.is	O+	53.8	174	8/16/1979
604	male	Elín	Steinsson	Hlíðarenda 71	Fosshóll	645	ElinSteinsson@fleckens.hu	463 6066	79	Black	Horticultural specialty farmer	Buck Alley Lumber	2002 Seat Inca Kombi	CardSheriff.is	A+	60.9	165	5/23/1940
605	male	Sindri	Heimisson	Fitjabraut 12	Keflavík	230	SindriHeimisson@cuvox.de	471 5823	69	Black	Chief financial officer	Madcats Music & Books	2006 Opel Signum	PurchaseLumber.is	AB+	72.1	171	2/12/1950
606	female	Hanna	Gylfadóttir	Hafnarstraeti 60	Akureyri	603	HannaGylfadottir@teleworm.us	472 8715	81	Orange	Wound ostomy and continence nurse	Standard Sales	2004 Cadillac SRX	BingoPublishing.is	A-	57.1	160	9/2/1938
607	female	Dóra	Héðinsdóttir	Armúli 4	Reykjavík	130	DoraHedinsdottir@teleworm.us	418 7116	85	Green	Macroeconomist	Mission Realty	2008 Smart ForTwo	OldArena.is	A+	51.7	153	3/5/1934
608	female	Unnur	Aðalbjörnsdóttir	Gránugata 5	Selfoss	800	UnnurAdalbjornsdottir@jourrapide.com	484 0249	69	Green	Interpreter	Buckeye Furniture	2007 Chrysler Aspen	BeginnersWebsite.is	A+	71.4	157	9/16/1950
609	female	Magðalena	Alfreðsdóttir	Kirkjubraut 15	Laugar	650	MagdalenaAlfredsdottir@einrot.com	438 4599	77	Purple	Enrollment specialist	Marianne	2005 Morgan Plus 8	FuelTravel.is	B+	48.6	152	6/15/1942
610	female	Áshildur	Jóakimsdóttir	Ránargata 48	Kópasker	670	AshildurJoakimsdottir@jourrapide.com	462 2181	27	Green	Front desk clerk	Hanover Shoe	2003 Chevrolet Tahoe	SpecialtyCut.is	A+	84.2	170	2/27/1992
611	female	Halldóra	Halldórsdóttir	Borgarholtsbraut 79	Kópavogur	200	HalldoraHalldorsdottir@superrito.com	471 8139	59	Green	Workforce development officer	Frame Scene	2005 Fiat Palio	CharityMemorabilia.is	AB+	52.4	173	3/19/1960
612	female	Signý	Sigurvaldadóttir	Ennisbraut 9	Reykjahlíð	660	SignySigurvaldadottir@gustr.com	467 6002	57	Purple	Recreation worker	Creative Wealth Management	1996 Mercedes-Benz F200	IndividualUser.is	AB+	55.8	158	4/24/1962
613	female	Hallgerður	Hallgrímsdóttir	Sunnubraut 98	Búðardalur	371	HallgerdurHallgrimsdottir@armyspy.com	437 5223	19	Blue	Financial examiner	Soul Sounds Unlimited	1998 Lancia Ypsilon	CoachingPolls.is	O+	48.4	157	2/2/2000
614	male	Bernharð	Ásmundsson	Golfskálinn 77	Borgarnes	310	BernhardAsmundsson@jourrapide.com	454 9915	66	Blue	Custodial worker	Janeville	2001 Lada 111	TaxiDad.is	B+	69.6	166	6/7/1953
615	male	Danival	Kárason	Sundlaugavegur 64	Keflavík	232	DanivalKarason@jourrapide.com	460 6706	77	Red	Color printer operator	Elm Farm	1997 Ford Maverick	UltimateHonor.is	A+	61.9	174	8/22/1942
616	male	Heimir	Teitsson	Sigtuni 10	Reykjavík	104	HeimirTeitsson@gustr.com	470 8949	60	Blue	Clinical manager	Team Electronics	2007 Lada Niva	PaintingRepair.is	O+	77.8	180	3/15/1959
617	female	Anna	Ottarsdóttir	Fagradalsbraut 34	Egilsstaðir	700	AnnaOttarsdottir@armyspy.com	452 8409	35	Blue	Forensic accountant	Wickes Furniture	2004 Lincoln Town Car	ToyCasa.is	O+	70.6	175	8/23/1984
618	male	Kristófer	Hólmsteinsson	Sorlaskeid 22	Hafnafjörður	220	KristoferHolmsteinsson@superrito.com	457 9146	60	Green	Textile winding twisting and drawing out machine operator	Dun Rite Lawn Care	1992 Subaru Legacy	UniversalNewsletter.is	AB+	66.6	173	11/13/1958
619	male	Arthur	Arason	Brekkustíg 5	Bakkafjörður	685	ArthurArason@dayrep.com	484 6880	70	White	Medical coder	Waccamaw Pottery	2002 Peugeot RC	BalletCourses.is	AB+	75.3	173	10/10/1948
620	male	Valgeir	Kristófersson	Skíðabraut 68	Dalvík	620	ValgeirKristofersson@dayrep.com	488 1938	31	Green	Detention officer	Formula Gray	2003 Donkervoort D8	CarDeveloper.is	O+	112.5	179	4/15/1988
621	female	Steingerður	Kristjánsdóttir	Túnbraut 26	Reykjavík	123	SteingerdurKristjansdottir@einrot.com	425 1588	66	Green	Administrative office specialist	Hill-Behan	2008 Aston Martin V8 Vantage	WebsiteCD.is	A+	97.5	169	5/2/1953
622	female	Katrín	Hjartardóttir	Súluvegur 49	Þórshöfn	681	KatrinHjartardottir@gustr.com	455 2736	81	Red	Employment and placement manager	The White Rabbit	2008 Lincoln Town Car	ClassPresidents.is	B+	54.5	164	11/30/1937
623	male	Svavar	Baldvinsson	Naustavegur 81	Vestmannaeyjar	900	SvavarBaldvinsson@rhyta.com	413 5734	36	Green	Dredge excavating and loading machine operator	Newmark & Lewis	2014 Toyota 4Runner	SeoSavers.is	O-	63.5	183	5/13/1983
624	female	Lydia	Ívarsdóttir	Gerðuberg 57	Grímsey	611	LydiaIvarsdottir@dayrep.com	414 0453	38	White	Web writer	Williams Bros.	2003 Opel Astra	MovieLocks.is	O+	59.1	158	8/1/1981
625	male	Kristmann	Alfreðsson	Gránugata 20	Selfoss	800	KristmannAlfredsson@jourrapide.com	485 3446	33	Green	Counseling psychologist	Golden Joy	2010 Chevrolet Malibu	DontQuote.is	B+	63.3	178	4/10/1986
626	female	Ingibjörg	Einarsdóttir	Hamarstígur 59	Siglufjörður	580	IngibjorgEinarsdottir@gustr.com	448 0277	84	Black	Marine equipment mechanic	Weingarten's	1992 Fiat Uno	ConsultWireless.is	A+	84.3	153	6/19/1935
627	male	Bragi	Kristleifsson	Gardabraut 10	Garður	250	BragiKristleifsson@teleworm.us	454 4527	67	Orange	Printing machine operator	The Independent Planners	2011 Holden Barina	FormOpinion.is	A+	78.8	166	10/17/1951
628	male	Bjarni	Svanlaugsson	Höfðabraut 68	Hvammstangi	531	BjarniSvanlaugsson@gustr.com	447 9576	66	Blue	Assignment editor	Tower Records	1992 Fiat Panda	SatelliteStock.is	A+	78.5	175	9/14/1953
629	female	Danfríður	Helgadóttir	Djúpivogur 32	Hafnir	233	DanfridurHelgadottir@superrito.com	480 0882	77	Blue	Travel clerk	Asian Answers	1993 Ford Sierra	ChromeDoors.is	AB+	85.5	153	7/7/1942
630	female	Elínborg	Skúladóttir	Borgarbraut 33	Mjóifjörður	715	ElinborgSkuladottir@gustr.com	435 7442	72	Red	Personal attendant	Town and Country Convenience Stores	1997 Citroen Berlingo	ReadyLines.is	B+	84.3	169	7/1/1947
631	male	Jónmundur	Björgmundsson	Stórholt 84	Kjörvogur	522	JonmundurBjorgmundsson@armyspy.com	424 4297	66	Blue	Cutting and slicing machine tender	Omni Superstore	2000 Toyota Opa	LinkBroadcast.is	O+	95.5	180	6/10/1953
632	female	Randi	Eggertsdóttir	Drangahrauni 44	Kópavogur	202	RandiEggertsdottir@gustr.com	416 2785	52	Orange	Claims examiner	The Pink Pig Tavern	2008 SSC Ultimate Aero	CellularBus.is	B+	80.1	162	12/22/1966
633	male	Barði	Jensson	Hafnarstræti 10	Suðureyri	430	BardiJensson@einrot.com	446 3437	47	Blue	Medical laboratory technician	Belle Ladi	1999 Morgan 4	AwesomeIntro.is	O+	86.5	170	6/8/1972
634	female	Steingerður	Þorkelsdóttir	Bjarg Dalbraut 6	Búðardalur	370	SteingerdurTHorkelsdottir@armyspy.com	454 6816	44	Yellow	Criminal investigator	Gamble-Skogmo	2006 Maserati Coupe	FreeOrnaments.is	B+	73.3	162	9/24/1974
635	female	Sæunn	Ásgeirsdóttir	Vikurbraut 36	Grindavík	240	SaeunnAsgeirsdottir@teleworm.us	451 0310	83	Yellow	Internist	Penn Fruit	2005 Toyota Crown	MClerk.is	O+	75.6	170	2/9/1936
636	female	Védís	Vigfúsdóttir	Vesturgata 15	Reykjavík	155	VedisVigfusdottir@einrot.com	465 4127	29	Blue	Travel guide	Grass Roots Yard Services	2006 Audi TT	ScottsdaleMonthly.is	O+	66.3	161	4/30/1990
637	female	Oddrún	Þorkelsdóttir	Þjónustusvæði 73	Borgarfjörður	720	OddrunTHorkelsdottir@dayrep.com	479 5067	47	Blue	Sawing machine operator	Franklin Simon	2003 Bugatti EB 118	WholeEquity.is	O+	94.5	159	11/9/1971
638	female	Þóra	Friðbjarnardóttir	Merkigerði 12	Laugarvatn	840	THoraFridbjarnardottir@jourrapide.com	438 8787	70	Black	Escort interpreter	The Flying Bear	2007 Mitsubishi Galant	BasketballLocator.is	O-	84.3	167	4/18/1949
639	male	Boði	Írisarson	Svarfaðarbraut 35	Vopnafjörður	690	BodiIrisarson@cuvox.de	420 0046	60	Blue	Card punching machine operator	Oranges Records & Tapes	1998 Ford Focus	RenaissanceTrivia.is	B+	70.6	171	8/11/1959
640	male	Esjar	Bárðarson	Smiðjustígur 4	Patreksfjörður	450	EsjarBardarson@jourrapide.com	483 5122	21	Blue	Mining and geological engineer	Mr Fables	2015 Maserati GranTurismo	MP3Rebate.is	O+	102.9	182	4/21/1998
641	male	Guðmundur	Guðþórsson	Aðalgata 94	Patreksfjörður	451	GudmundurGudthorsson@gustr.com	479 8833	69	Black	Research chef	Beaver Lumber	1992 Rover Mini	InkBanners.is	O+	87.0	169	5/10/1950
642	female	Þórheiður	Stefánsdóttir	Hofsbót 44	Varmahlíð	560	THorheidurStefansdottir@dayrep.com	456 3360	64	Yellow	Heat treating equipment tender	Sagebrush	2008 Fiat Stilo	ProgramInsider.is	A+	74.4	156	6/26/1955
643	female	Ástrós	Bryndísardóttir	Akurbraut 83	Akranes	301	AstrosBryndisardottir@fleckens.hu	480 8980	76	Purple	Cable splicer	Crazy Tiger	2000 Jaguar XKA	PearlTeeth.is	AB+	65.9	163	3/11/1943
644	male	Ingþór	Sturluson	Bergstaðarstræti 78	Reykjavík	103	IngthorSturluson@armyspy.com	476 1613	56	Blue	Sheriff	Luria's	2012 Ford Bantam	DUISites.is	O-	99.4	169	10/29/1962
645	female	Fanney	Guðmundsdóttir	Aðalgata 66	Patreksfjörður	451	FanneyGudmundsdottir@einrot.com	460 4514	24	Blue	Groundskeeping worker	Pantry Pride	1996 Bentley Continental	SkiPromotion.is	B+	74.7	157	10/17/1994
646	female	Þórheiður	Eyjólfsdóttir	Skogarlond 80	Eiðar	705	THorheidurEyjolfsdottir@superrito.com	417 8148	43	Purple	Portfolio manager	McMahan's Furniture	2012 Chrysler Voyager	ForeclosureStates.is	B+	93.5	172	2/7/1976
647	female	Katrín	Guðgeirsdóttir	Hafnarstraeti 18	Akureyri	603	KatrinGudgeirsdottir@superrito.com	413 8715	31	Brown	Railroad engineer	Liberty Wealth Planner	2005 Mini One	BankingRep.is	O+	82.5	167	6/29/1988
648	female	Lovísa	Birgisdóttir	Laufásgötu 90	Vestmannaeyjar	902	LovisaBirgisdottir@teleworm.us	464 7948	66	Purple	Cutting and slicing machine operator	Casa Bonita	2004 Buick Century	KeyFormulas.is	A-	92.2	166	5/9/1953
649	female	Erla	Guðmundsdóttir	Dalbraut 65	Króksfjarðarnes	380	ErlaGudmundsdottir@einrot.com	445 4070	52	Orange	Computer programmer	Powerbod	1992 Bugatti EB 110	NBASunday.is	B+	92.1	160	12/9/1966
650	male	Baldur	Ársælsson	Hlíðarenda 94	Fosshóll	645	BaldurArsaelsson@fleckens.hu	429 0634	51	Blue	Maxillofacial radiologist	National Lumber	2004 Ford Lynx	HikingLocator.is	O+	69.5	174	5/15/1968
651	male	Guðbrandur	Sæmundsson	Eikarlundur 99	Þórshöfn	680	GudbrandurSaemundsson@rhyta.com	412 7206	76	Blue	Health physicist	Casa Bonita	2005 Land Rover Range Rover	OrganizationSearch.is	O+	90.2	163	5/15/1943
652	male	Steinn	Edgarsson	Kveldúlfsgata 46	Njarðvík	260	SteinnEdgarsson@teleworm.us	427 3140	85	Blue	Information processing worker	Sampson's	1999 Alpina B 10	SkiAids.is	A+	65.1	164	10/4/1933
653	male	Boði	Þorbjarnarson	Vikurbraut 71	Grindavík	240	BodiTHorbjarnarson@armyspy.com	474 9819	61	Blue	Airman	Magna Architectural Design	1995 Oldsmobile Cutlass	CreditCardRecommendations.is	O+	100.3	180	6/8/1958
654	female	Kristbjörg	Atladóttir	Bjarg Dalbraut 64	Búðardalur	370	KristbjorgAtladottir@einrot.com	436 8717	76	Purple	Athlete	Witmark	2002 Chevrolet Tracker	HockeyAlert.is	B+	92.8	168	10/11/1942
655	female	Kaja	Eyðfinnsdóttir	Garðavegur 31	Reykjavík	125	KajaEydfinnsdottir@rhyta.com	467 6199	20	Blue	Position classifier	Cellophane Square	2011 Kia Optima	SourceReference.is	O+	67.1	151	10/3/1998
656	female	Heiðrún	Tryggvadóttir	Midhraun 69	Garðabær	210	HeidrunTryggvadottir@superrito.com	467 4211	28	Purple	Meteorologist	Best Products	2006 Chevrolet Monte Carlo	LinkFail.is	O+	52.9	166	6/16/1991
657	male	Björn	Guðrúnarson	Þrúðvangur 34	Hella	850	BjornGudrunarson@dayrep.com	470 5641	83	Blue	Conservation scientist	Your Future Is Now	2000 Plymouth Breeze	PurplePic.is	B+	75.9	181	2/17/1936
658	male	Þórhallur	Hákonarson	Höfðagata 69	Keflavíkurflugvöllur	235	THorhallurHakonarson@armyspy.com	430 2842	31	Green	Courtesy van driver	Team Designers and Associates	2010 Mazda B4000	BikerTrips.is	B+	106.5	168	1/22/1988
659	male	Bernharð	Hartvigsson	Brekkugata 34	Hvammstangi	530	BernhardHartvigsson@fleckens.hu	453 5568	66	Blue	Mail machine operator	Buena Vista Realty Service	1994 Hyundai Sonata	ByteValues.is	A+	75.7	184	1/15/1953
660	female	Annetta	Gísladóttir	Austurstraeti 66	Reykjavík	109	AnnettaGisladottir@dayrep.com	465 9156	43	Orange	Livestock farmer	Record Bar	1992 Rover 800	SaltLakeCityFlower.is	O+	101.7	163	1/9/1976
